"","feature","coef_mean"
"1","min_press_sea",-0.221477423829287
"2","mean_press_sea",-0.0255408801123164
"3","mean_hum",0.0424626723667481
"4","min_hum",0.214248638097089
"5","total_preci",-0.195162079229036
"6","hourly_max_preci",0.0183289763237012
"7","total_snowfall",0.0085589376754433
"8","sun_hour",0.163071967370253
"9","mean_temp",1.59585607915359
"10","max_temp",1.3982021670738
"11","min_temp",0.0896287717397545
"12","mean_wind_speed",-0.37158787231442
